"矫痢","青沥备开(矫焙备)喊","己喊",拌,0技,1技,2技,3技,4技,5技,6技,7技,8技,9技,10技,11技,12技,13技,14技,15技,16技,17技,18技,19技,20技,21技,22技,23技,24技,25技,26技,27技,28技,29技,30技,31技,32技,33技,34技,35技,36技,37技,38技,39技,40技,41技,42技,43技,44技,45技,46技,47技,48技,49技,50技,51技,52技,53技,54技,55技,56技,57技,58技,59技,60技,61技,62技,63技,64技,65技,66技,67技,68技,69技,70技,71技,72技,73技,74技,75技,76技,77技,78技,79技,80技,81技,82技,83技,84技,85技,86技,87技,88技,89技,90技,91技,92技,93技,94技,95技,96技,97技,98技,99技,100技 捞惑
"2002","辆肺备","拌",182728,1366,1611,1702,1706,1782,1859,1996.5,2032.5,2051.5,2173,2248,2266,2321,2169.5,2290,2497.5,2279,2281,2395,2721,2953.5,3108.5,3186.5,3095,3202.5,3412,3434.5,3614,3830.5,3919,3946.5,3847,3633.5,3438,3230.5,2965.5,2828.5,3023,3015.5,3079.5,3241,3430.5,3382.5,3150,3082.5,2960.5,2938,2792.5,2450.5,2426,2157.5,1827,2064.5,2116,2180,2084.5,1813.5,1770.5,1853,2150.5,2177,1896.5,1802,1682.5,1565,1506,1412.5,1275,1111.5,995,899,796.5,788.5,749.5,696.5,604.5,529,489,482.5,450.5,398,347.5,305.5,249.5,202,190.5,141,127.5,114,86,73,44,42.5,30.5,26.5,18,12,9,8,5.5,7
"2002","吝备","拌",140575,1306.5,1460.5,1492,1453.5,1524,1554,1498.5,1576,1609,1627.5,1572,1444.5,1341.5,1378.5,1380,1404.5,1460.5,1532.5,1675.5,2015.5,2286.5,2450,2544,2471.5,2470,2673.5,2769,2946,3144.5,3237.5,3298.5,3269.5,3136.5,2951.5,2745,2526,2366.5,2364.5,2286.5,2283,2386,2484,2382,2261.5,2272,2245,2181.5,2078.5,1832,1831,1657,1490.5,1627.5,1696,1751,1597,1428.5,1402,1436,1691,1728.5,1457.5,1351.5,1278.5,1162,1099,1065,939.5,837,759,656,597.5,604.5,602,541,471,389.5,355.5,366,351,319.5,241,202,166,154,124.5,90.5,79,68,62,51,41.5,30.5,24.5,17.5,11.5,7,6.5,3.5,2,5
"2002","侩魂备","拌",237843,2275.5,2677.5,2694.5,2587.5,2622.5,2618.5,2609.5,2705,2645.5,2693.5,2696,2588,2381.5,2403,2400.5,2518,2485.5,2600,2795.5,3275,3736,4040,4243.5,4113,4072,4384.5,4615,4984.5,5350,5485,5708,5605,5307,5060,4654.5,4207,4027,4078,3951.5,3940.5,4103,4226.5,4164.5,3952,3824.5,3647,3625.5,3450,3024.5,2999,2666,2400,2642,2744,2811.5,2620,2305.5,2311.5,2407,2745,2811.5,2381.5,2264,2271,2118,1992,1875,1670.5,1473,1328.5,1214,1086,1039,980,877,757,680,602,585.5,557.5,466,386,340.5,296.5,248.5,213,168,142,110.5,92,80.5,65.5,53,37,25.5,14,15,8,3.5,4,7.5
"2002","己悼备","拌",341074,3778.5,4257.5,4427,4280.5,4303.5,4380.5,4328.5,4339.5,4370.5,4402.5,4348.5,4017,3636.5,3588.5,3532,3333,3754,3902,4220.5,5046,5505.5,5935,6177.5,6021.5,6167,6621.5,6955,7533,7960,8139.5,8345,8374.5,7995,7612,7061.5,6361,6245.5,6146.5,5885,5956.5,6161,6159.5,6055,5594,5294,5071,4982,4746,4201,4173.5,3726.5,3350,3622.5,3619,3723,3574.5,3077,2966.5,3018,3530,3530.5,2960,2778.5,2621.5,2386,2242.5,2127,1938,1655.5,1423.5,1284,1144,1081.5,994.5,902,756.5,655.5,628,602.5,574.5,488,393,335,292,275.5,237,178,154.5,128,104,78,63,48.5,38,27,18.5,10.5,8,6.5,3,13.5
"2002","堡柳备","拌",387310,4029,4596.5,4762,4645.5,4800.5,4919,5098,5133.5,5050,5119.5,5136.5,4942,4711.5,4687,4810.5,4903.5,4849.5,4952.5,5296.5,6026,6596.5,6929.5,7311,7301.5,7489,8143.5,8544.5,9090.5,9472.5,9509.5,9511,9324.5,8654,8228,7674.5,6952.5,6821,6851,6488.5,6664,7097.5,7353,7281,6783,6483.5,6219,6088,5755.5,4904,4917.5,4377,3682.5,3887.5,3955.5,4049,3713.5,3119.5,3017,3005.5,3297.5,3295.5,2776,2525.5,2439,2171.5,1914,1791,1615.5,1386.5,1256.5,1149,1022,999,910.5,812,741.5,670,632,613,593,497.5,407.5,342,302,281.5,232,185.5,158,146.5,117,89,68,41,28.5,26.5,16.5,12,11.5,6,3,13
"2002","悼措巩备","拌",381820,3405.5,3939.5,4092.5,4104,4232.5,4380.5,4445.5,4537,4595,4639.5,4568.5,4287,4070,4024.5,4117.5,4190,4433,4651,5063,6100,6891.5,7196,7544,7379.5,7466,7903,8012,8354.5,8556,8442.5,8582,8317,7732,7490.5,7079,6434,6257,6269,6023.5,6180,6491,6761,6736,6345.5,6140.5,5918,5915.5,5793.5,5055.5,5077.5,4603.5,4082.5,4355.5,4487,4671,4273.5,3783,3734,3821.5,4353,4378.5,3692.5,3446,3234.5,2916,2767,2615,2307,2021,1814,1582,1386,1325,1241.5,1116,977,849.5,763,723.5,699.5,584,523.5,458,377,327.5,277.5,223,188,148,129,98.5,72.5,51.5,38.5,28.5,14,10,6,8,7,12
"2002","吝尔备","拌",445526.5,4258.5,4918,5139,5176,5494.5,5727.5,5993,6216.5,6314.5,6453,6424,6026.5,5721.5,5699,5539.5,5307.5,5816.5,6077.5,6594,7423,8001.5,8276.5,8451.5,7897.5,7780.5,8026,8191,8611,9011,9100,9347,9230.5,8913,8876.5,8554,8050.5,8022.5,8157,7857.5,8023.5,8626,8831,8632,8023.5,7697.5,7460.5,7333,6944.5,6003.5,5878,5279,4564,4804.5,4887,4954,4535.5,3852.5,3750.5,3830.5,4256,4217,3481.5,3243.5,3091,2671,2436.5,2339.5,2108,1790,1587,1404.5,1347.5,1258,1154.5,1080,916,809.5,738.5,727,709,575,506.5,451,383,340,278,207,177.5,153.5,134.5,99,76.5,60,37.5,29.5,20,12.5,10.5,6,4,14.5
"2002","己合备","拌",447205.5,3977,4672,4889.5,4808.5,4969,5114.5,5227.5,5400.5,5428,5490.5,5497.5,5082,4697,4738.5,4705,4920,5315,5515,6025,7029,7826.5,8261.5,8534,8127,8072,8677.5,8783,9374.5,9838,9792.5,9805.5,9697.5,9248,8806,8209.5,7490,7335.5,7453,7138.5,7242,7808.5,8077.5,7879.5,7436.5,7277,6952,6959.5,6729,5913.5,5911,5401.5,4852,5143,5278.5,5538.5,5305.5,4593.5,4465.5,4659.5,5250,5261.5,4450.5,4158.5,3894.5,3576,3282,3148.5,2861.5,2369,2133,1891.5,1681.5,1624.5,1505.5,1369.5,1169,1015,920,918,888,746.5,606.5,525.5,455,401.5,348,284,244,196.5,162.5,136,102.5,81.5,51,32.5,22.5,13,11,4,5.5,14
"2002","碍合备","拌",356650,3190.5,3698.5,3851,3881.5,4034.5,4125,4152.5,4299.5,4355,4373,4333.5,4065.5,3822.5,3810.5,3782.5,3928.5,4177,4428,4895.5,5687,6292.5,6632.5,6843,6510.5,6529,6999,7184.5,7502.5,7915,8016,8020.5,7659,7164.5,6872.5,6502.5,5890.5,5786.5,5778.5,5632.5,5800,5995,6286.5,6306,5860,5645.5,5562.5,5532,5391,4728.5,4732,4376,3931.5,4335,4485,4647,4343,3769.5,3740,3864.5,4407,4447,3693.5,3329.5,3133,2800,2532,2299.5,2100.5,1778,1519,1351,1183.5,1158.5,1055,952,812,700.5,663.5,666.5,668,585.5,492,415.5,357.5,300.5,285.5,220.5,160,131,113,104.5,85,51,39.5,38.5,20.5,16.5,12.5,5.5,6,6.5
"2002","档豪备","拌",371585,3630,4327.5,4542.5,4436,4798,4953,5100,5227.5,5233.5,5498,5592,5394,5156.5,5209,5335,5242.5,5403,5466,5827,6197.5,6379.5,6359.5,6236,5734,5430.5,5668.5,5816,6273.5,6643.5,7010,7376.5,7493.5,7320,7163.5,6991,6471,6454,6634,6636,6831,7367.5,7784.5,7725.5,7272,7185,6838,6616.5,6203,5229.5,5022.5,4393.5,3705.5,3875,3899.5,3967,3607.5,3029.5,2926.5,2997.5,3297.5,3304.5,2850.5,2678,2527.5,2255,2106,2022.5,1834,1629.5,1503.5,1337.5,1185,1140.5,1112.5,985,855.5,722,670,659,623,513.5,421.5,392,330.5,284,266,193.5,162.5,139.5,119,102.5,71.5,48.5,37.5,23.5,13.5,10,5.5,3.5,1.5,11.5
"2002","畴盔备","拌",644278.5,7141,8426,8616,8519.5,8792.5,8917.5,9195.5,9421,9440.5,9602,9672.5,9433,9227.5,9102.5,9146.5,9379.5,9442.5,9610.5,10086.5,10946,11282.5,11161.5,10762,9698.5,9067,9164,9436,10298.5,11142,12162,13079,13461.5,13362.5,13149,12447,11515.5,11355,11658.5,11585,11957,12727,13226,13261,12753,12456,11965.5,11580,10707.5,8912,8585.5,7426,6358.5,6473,6257.5,6223.5,5655,4690.5,4488,4548,5036,5082,4324,4083.5,3913,3596,3373.5,3252,3065.5,2731,2549,2320.5,2178.5,2119.5,1970.5,1788.5,1566,1428.5,1288.5,1222.5,1218.5,1040.5,874.5,773.5,625,517,457,391.5,309,261.5,196,150.5,107,86.5,70.5,50,33,19,14,10.5,9,20
"2002","篮乞备","拌",468962,4515.5,5291.5,5603.5,5487.5,5590,5779,6021.5,6140,6168,6247,6257.5,6009.5,5758,5545,5570,5640.5,5844,6046,6530,7327,7944,8171.5,8250.5,7831.5,7765.5,8357,8602.5,9274,9933.5,10264,10492.5,10195,9751,9424,8866,8092,7901,7938,7739.5,7787,8332,8716,8651,8106.5,7868,7562.5,7541.5,7205,6307,6119,5414,4898.5,5324.5,5413.5,5652.5,5257.5,4479.5,4329,4443,5020,5023,4263,3978,3758,3436,3240,2932.5,2604,2260.5,2070,1808.5,1587.5,1571.5,1443,1286,1094,957.5,888,863,822.5,704,615.5,518,419,398,349.5,305.5,259.5,225,178.5,141,112.5,80.5,60,38.5,22,12.5,8,8.5,7,21
"2002","辑措巩备","拌",364421,4076,4296,4400.5,4303,4350,4454.5,4559,4549.5,4523.5,4502,4450.5,4178,3896,3871,3788.5,3818.5,4079,4214,4555.5,5371.5,5981,6266,6449,6301.5,6481,7032,7357,7856.5,8521,8631.5,8774,8588,8013.5,7625,7057.5,6434.5,6156,6260.5,6035.5,6039,6187,6375,6263.5,5995,5790.5,5477.5,5378.5,5091,4433,4403,3945,3604,3872.5,3930.5,4113,3961,3449,3368,3507,4064.5,4112.5,3517,3503.5,3341.5,2949.5,2726.5,2636.5,2364.5,1965.5,1778,1545.5,1419,1335.5,1227.5,1132,949,817,758,763,702,588.5,501,426,368.5,329,295.5,236.5,194,151.5,114,100.5,77.5,61,41.5,26,19,16,8,5,4,9.5
"2002","付器备","拌",377279,4309,4517,4574,4317.5,4427,4515,4520,4516,4476.5,4444.5,4394.5,4016,3724.5,3763.5,3689,3675,3953.5,4066.5,4542.5,5388,6020,6509.5,6871.5,6918,7310,7838.5,8356,9044.5,9653,9779.5,9876,9591.5,8902.5,8363.5,7592.5,6739.5,6481,6482.5,6109.5,6058,6304.5,6448,6257.5,5864.5,5716.5,5475.5,5418.5,5211,4517,4544.5,4124,3672.5,4043,4163.5,4325,4030.5,3538,3492.5,3584,4007.5,4023.5,3490,3284,3094,2843.5,2698,2506,2239,1964.5,1801.5,1584,1398.5,1345,1251.5,1116,940,827.5,741,717,713,645.5,496.5,418.5,367,332.5,295,225.5,187,159.5,134.5,99.5,75.5,61.5,43,36,21,9.5,7,5.5,3.5,13.5
"2002","剧玫备","拌",484431.5,4342,5095,5400,5574.5,5880,6253,6670,6929,7214.5,7371.5,7606,7463,7364.5,7402,7457,7651.5,7593,7703.5,8174,8824,9126,9019.5,8872,8081.5,7594,7673.5,7570.5,7903.5,8251,8384.5,8702,8785,8627,8734.5,8520.5,8100,8259,8773.5,8766,9186.5,10067.5,10600,10656.5,10073,9753.5,9404.5,9229,8668.5,7380.5,7164,6222.5,5339.5,5505.5,5300.5,5107,4490.5,3750,3448.5,3398.5,3640.5,3464.5,2846.5,2690,2565.5,2280,2187,2111,1933.5,1725.5,1578.5,1493,1407.5,1366.5,1296.5,1164,1033,909,812,766,756,687.5,581.5,478.5,406.5,356.5,322.5,257,196.5,163,128,96,73,61.5,45,31.5,21,11,9,5,5.5,12
"2002","碍辑备","拌",524905,5361,6131.5,6243,6024.5,6173.5,6410.5,6626.5,6808,6965.5,7240,7398,7151,6867.5,6942.5,7024.5,7161,7547,7771,8312,9360,9894,9984.5,9991,9430,9141,9530.5,9450.5,10137,10673,10900.5,11051.5,10873,10326.5,10006.5,9403.5,8747,8778,9075,8855.5,9204,10136,10611.5,10575,10095.5,9839.5,9526.5,9294,8753.5,7545,7371,6403.5,5597,5892.5,5828,5809,5264,4279.5,3933,3898,4218,4070.5,3411.5,3210.5,2972,2712,2494,2443.5,2301,2016,1872.5,1676,1579.5,1569,1472.5,1330,1185,1068.5,1000,969.5,942.5,817,684.5,570.5,482,425,376,315,261,205.5,162,131,96.5,64,57,40.5,24.5,20,12.5,7.5,5,11
"2002","备肺备","拌",414346.5,4661.5,5368.5,5392,5143,5206.5,5313,5407,5456,5420,5416,5370,5030,4733,4691,4634,4530.5,5003.5,5256.5,5809.5,6800.5,7532.5,7820,8033.5,7682.5,7557.5,7978,8091.5,8679,9159,9300.5,9519,9326,8832.5,8575.5,8054,7350,7240.5,7286.5,6829.5,6871.5,7460.5,7785.5,7600,7032.5,6905.5,6696.5,6746.5,6502,5775,5774.5,5220.5,4676.5,5003,4892.5,4976.5,4486,3650,3491.5,3545.5,3946,3818,3000,2771,2695,2417,2198.5,2059.5,1843.5,1615,1420,1238.5,1134,1111,1050.5,926.5,767.5,694.5,634,639,635.5,529.5,456.5,382.5,330.5,297,243.5,205,155,132.5,101,90.5,65.5,47.5,36.5,26.5,15.5,9.5,7,5,3,11
"2002","陛玫备","拌",260944.5,2519.5,3004.5,3112.5,3169.5,3362.5,3433.5,3520,3575.5,3659,3698.5,3641,3450.5,3194,3083,3060.5,3071,3259.5,3452.5,3781.5,4279,4603,4757.5,4919.5,4721.5,4635,4751.5,4954,5354,5547,5588.5,5562.5,5652,5504.5,5401,5242.5,4981,4911.5,4920.5,4710,4722.5,5038,5187,5109,4751,4412.5,4180.5,4115.5,3963,3513.5,3399.5,3073.5,2772,2865,2836.5,2876.5,2643.5,2244,2221.5,2210.5,2437.5,2400,1913,1764.5,1681.5,1480.5,1364.5,1249,1128,985.5,894.5,807,718.5,690.5,637.5,555,478,445,398,385,389,340,281.5,237,215,179,160.5,122.5,89.5,81,65.5,55,38,29.5,19,13,8.5,8,4.5,4,2,10
"2002","康殿器备","拌",407806.5,4465.5,5089,5045,4953,5096,5102.5,5131,5239.5,5164,5148.5,5134,4726,4365.5,4455,4403,4314,4648,4856,5396,6121,6662,7107.5,7435,7166.5,7326.5,7863,8336.5,9008.5,9515,9812.5,10044,9775.5,9231,8784,8197,7361.5,7083.5,7231,6835.5,6824.5,7198.5,7460,7300,6876,6705.5,6493,6281.5,6057.5,5295.5,5262,4891,4392.5,4649,4597,4645.5,4321,3665,3538,3608,4011,3953.5,3288.5,3138.5,2980.5,2701.5,2530,2378.5,2144,1860.5,1653.5,1432.5,1306.5,1218,1129,991,909,820,758.5,733,684.5,597,493,443.5,375.5,304,265,216,180,152,119.5,79.5,70.5,69,46,28,19.5,13.5,6,4,3.5,10
"2002","悼累备","拌",404581.5,4257,4687,4669,4616,4709,4766.5,4851,4924,4863,4711.5,4738,4443.5,4128,4149.5,4176.5,4288.5,4447.5,4599,5117,6088.5,6795,7286.5,7793.5,7841,7994.5,8718.5,9232,9937,10434,10399,10293,9824,9156.5,8437.5,7645.5,6855,6468,6455.5,6261.5,6145,6565,6784,6717,6335,6240,5963.5,5913,5760,5015.5,5122.5,4726.5,4302,4701,4733,4844.5,4581,3980.5,3825.5,3846,4337.5,4379.5,3639.5,3375.5,3190,2916,2697.5,2505,2303.5,2001,1746.5,1539,1351,1271.5,1189.5,1101.5,956,829,741,745.5,720,617.5,521,470,413.5,331,307.5,261.5,214.5,179.5,137,108.5,94,72.5,44,36.5,26.5,16.5,11.5,9,4.5,11.5
"2002","包厩备","拌",524985.5,5424.5,6097,6146,5982.5,5999.5,5970.5,5971,6008,5915.5,5811,5844.5,5430,5040,5028.5,5001,5122,5546,5846,6613,8142.5,9343,10098,11002,11108,11506,12675,13459,14498.5,15105.5,14836,14336,13396.5,12194,11227.5,10151,9040,8582,8430,7864.5,7876.5,8228.5,8439.5,8396.5,7886,7555.5,7355,7523,7354.5,6532,6610.5,6259.5,5660.5,6110.5,6232,6307.5,5873,5051,4889.5,4937.5,5528.5,5468,4401.5,4043,3857,3421,2965.5,2696.5,2419,2088,1892.5,1672.5,1482.5,1374,1302,1150.5,960,859,767.5,801,819,696.5,577,471,410,356.5,327.5,280.5,218,183.5,150,122,103.5,66.5,49,45.5,38.5,17.5,6.5,4,4.5,19
"2002","辑檬备","拌",391552.5,3362,3659,3675.5,3683.5,3844.5,3861.5,4085,4225,4280.5,4415.5,4685.5,4799,5069,5131,5293.5,5651.5,5555,5570.5,6035.5,6766,7290,7657,8095.5,7905.5,7909.5,8336,8396.5,8739,9061,9024.5,8858,8448.5,7885,7127.5,6476,5747.5,5585.5,5957.5,6041.5,6042.5,6250.5,6748.5,6938.5,6943,7073,6984.5,7027.5,6775,6182.5,6179.5,5430,4799,5182.5,5295,5290,4821.5,4112.5,3749,3672,3663.5,3470,2916,2571,2299,2062.5,1883.5,1748.5,1581.5,1398.5,1285,1140,1057,1076,1011,923,841.5,778,741.5,722.5,717,612,521,454.5,388,359,320,260.5,224.5,193,165.5,131.5,97,79,53.5,32,24,21.5,15.5,9,5,13.5
"2002","碍巢备","拌",537889,4353,4847,4894.5,4838.5,4912.5,5011.5,5354,5554,5834,6143.5,6519.5,6798.5,7257.5,7424.5,7794.5,8270,8338,8582,9164,9798,10518,10849.5,11437.5,11056,10927.5,11431.5,11487,12011,12036.5,11871,11696.5,11261.5,10342,9529,8626,7633,7432,7872.5,7904.5,8119.5,8792.5,9699.5,10114,10023,10240.5,10283,10459.5,9975,8864,8900.5,7639.5,6613.5,7134,7119.5,6933,6374,5377.5,4835,4476,4546.5,4253,3556,3163,2820.5,2540,2321.5,2079,1929,1731,1617,1484,1344,1358.5,1358.5,1282,1160,1054.5,1018.5,1072,1010,876.5,758.5,647,569.5,504.5,442,378,328,253.5,209,180,142,100.5,72.5,42.5,27,21.5,19.5,8,3,23
"2002","价颇备","拌",651260,6394,7350,7536.5,7326,7617.5,7910.5,8225.5,8482.5,8701.5,8961,9162,8936,8865,8935.5,9001,9268.5,9579,9868.5,10522.5,11600.5,12292.5,12439.5,12561,11828.5,11463.5,12061.5,12206.5,12895,13617.5,13655,13939.5,13713.5,13007.5,12481,11621,10781,10696,11082,10987,11191.5,12047,12699,12849,12278,12113.5,11789,11751,11376.5,9959.5,9771.5,8423,7197,7511,7400.5,7386,6704,5466.5,4980.5,4787.5,5023.5,4834.5,3996,3630,3381,3055,2884,2740,2481,2179,2057,1901.5,1712.5,1646.5,1604.5,1501,1311,1197,1098,1054.5,1081.5,910.5,784.5,667,573,517.5,470.5,380,295,234.5,216,172,117.5,93.5,57.5,41,32.5,23,20.5,10.5,7.5,13
"2002","碍悼备","拌",485355.5,4496,5234.5,5417.5,5347.5,5567.5,5781.5,6105,6339,6487.5,6808,7069,6860,6805.5,7027.5,7072,7152,7454,7685,8236.5,9086.5,9630.5,9651.5,9541.5,8816.5,8367,8326,8304.5,8738,9143.5,9154,9249.5,9217.5,8876,8655.5,8289,7874,7892.5,8292.5,8263,8672,9579,10176.5,10354.5,9941,9729,9347.5,9219.5,8901,7645.5,7467.5,6537,5488.5,5682.5,5582,5429.5,4860.5,3982,3653.5,3495,3679,3543,2878,2598.5,2462,2220,2083,1973,1844,1618.5,1490.5,1364.5,1273,1274,1236.5,1142.5,1023.5,921.5,842,863,847.5,715,601,467.5,416,379,334.5,262,194.5,165.5,139,124.5,91.5,68.5,45,34.5,23,18.5,14,7,3.5,16
